2021-05-24 20:49:09,769 INFO    MainThread:20028 [wandb_init.py:_resume_backend():258] resuming backend
2021-05-24 20:49:09,775 INFO    MainThread:20028 [wandb_init.py:_pause_backend():249] pausing backend
2021-05-24 20:49:09,775 INFO    MainThread:20028 [jupyter.py:save_ipynb():265] not saving jupyter notebook
2021-05-24 20:49:09,793 INFO    MainThread:20028 [wandb_init.py:_resume_backend():258] resuming backend
2021-05-24 20:49:09,798 INFO    MainThread:20028 [wandb_init.py:_pause_backend():249] pausing backend
2021-05-24 20:49:09,798 INFO    MainThread:20028 [jupyter.py:save_ipynb():265] not saving jupyter notebook
2021-05-24 20:49:09,819 INFO    MainThread:20028 [wandb_init.py:_resume_backend():258] resuming backend
2021-05-24 20:49:09,824 INFO    MainThread:20028 [wandb_init.py:_pause_backend():249] pausing backend
2021-05-24 20:49:09,824 INFO    MainThread:20028 [jupyter.py:save_ipynb():265] not saving jupyter notebook
2021-05-24 20:49:09,855 INFO    MainThread:20028 [wandb_init.py:_resume_backend():258] resuming backend
2021-05-24 20:49:09,860 INFO    MainThread:20028 [wandb_init.py:_pause_backend():249] pausing backend
2021-05-24 20:49:09,861 INFO    MainThread:20028 [jupyter.py:save_ipynb():265] not saving jupyter notebook
2021-05-24 20:49:09,884 INFO    MainThread:20028 [wandb_init.py:_resume_backend():258] resuming backend
2021-05-24 20:49:09,889 INFO    MainThread:20028 [wandb_init.py:_pause_backend():249] pausing backend
2021-05-24 20:49:09,890 INFO    MainThread:20028 [jupyter.py:save_ipynb():265] not saving jupyter notebook
2021-05-24 20:49:09,922 INFO    MainThread:20028 [wandb_init.py:_resume_backend():258] resuming backend
2021-05-24 20:49:09,927 INFO    MainThread:20028 [wandb_init.py:_pause_backend():249] pausing backend
2021-05-24 20:49:09,927 INFO    MainThread:20028 [jupyter.py:save_ipynb():265] not saving jupyter notebook
2021-05-24 20:49:09,945 INFO    MainThread:20028 [wandb_init.py:_resume_backend():258] resuming backend
2021-05-24 20:49:09,951 INFO    MainThread:20028 [wandb_init.py:_pause_backend():249] pausing backend
2021-05-24 20:49:09,952 INFO    MainThread:20028 [jupyter.py:save_ipynb():265] not saving jupyter notebook
2021-05-24 20:49:09,974 INFO    MainThread:20028 [wandb_init.py:_resume_backend():258] resuming backend
2021-05-24 20:49:09,980 INFO    MainThread:20028 [wandb_init.py:_pause_backend():249] pausing backend
2021-05-24 20:49:09,980 INFO    MainThread:20028 [jupyter.py:save_ipynb():265] not saving jupyter notebook
2021-05-24 20:49:10,252 INFO    MainThread:20028 [wandb_init.py:_resume_backend():258] resuming backend
2021-05-24 20:49:10,257 INFO    MainThread:20028 [wandb_init.py:_pause_backend():249] pausing backend
2021-05-24 20:49:10,257 INFO    MainThread:20028 [jupyter.py:save_ipynb():265] not saving jupyter notebook
2021-05-24 20:49:10,475 INFO    MainThread:20028 [wandb_init.py:_resume_backend():258] resuming backend
2021-05-24 20:49:10,479 INFO    MainThread:20028 [wandb_init.py:_pause_backend():249] pausing backend
2021-05-24 20:49:10,480 INFO    MainThread:20028 [jupyter.py:save_ipynb():265] not saving jupyter notebook
